image1,image2,predicted_label,true_label,similarity
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.8989659547805786
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,0,1,0.3957226574420929
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.9956783056259155
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,1,1,0.5060873031616211
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,0,1,0.46118101477622986
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,0,1,0.32795190811157227
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,0,1,0.418701708316803
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,1,1,0.8971124887466431
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,0,1,0.42549604177474976
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.9135438799858093
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,0,1,0.46036088466644287
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,1,1,0.9183741807937622
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,1,1,0.7333847284317017
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,1,1,0.8797080516815186
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,0,1,0.459796667098999
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.8375676274299622
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,0,1,0.442352831363678
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.9574606418609619
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,1,1,0.7488953471183777
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,1,1,0.8792209029197693
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,0,1,0.45627835392951965
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.8882825970649719
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,0,1,0.4082203805446625
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.9261639714241028
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,1,1,0.6641032099723816
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,0,1,0.3736683130264282
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.6321290135383606
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,0,1,0.3042546808719635
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.7138068675994873
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,0,1,0.39761990308761597
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.928869903087616
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,0,1,0.381363183259964
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.9324914813041687
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,0,1,0.4224303066730499
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.9293944239616394
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,0,1,0.433014452457428
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,0,1,0.38413625955581665
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.8892184495925903
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,0,1,0.40429311990737915
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,1,1,0.8951423168182373
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,1,1,0.8867253065109253
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,1,1,0.9093563556671143
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,1,1,0.9845387935638428
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.9104739427566528
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6817861199378967
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.9177834391593933
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,1,1,0.772337794303894
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,1,1,0.8598777055740356
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,1,1,0.9055987000465393
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.8198195099830627
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6278002262115479
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.8881860971450806
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,1,1,0.9031317830085754
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,1,1,0.8986906409263611
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.9283092617988586
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6027435660362244
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.8145766258239746
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,1,1,0.9469184875488281
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.8863503932952881
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6127287745475769
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.8564643263816833
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.9148330688476562
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6629090309143066
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.9235626459121704
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.5944759249687195
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.8377161622047424
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.6988014578819275
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,1,1,0.9553728103637695
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_sunny.jpg,1,1,0.9188852310180664
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_rainy.jpg,1,1,0.9480133652687073
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_blurred.jpg,1,1,0.995559573173523
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_lowlight.jpg,1,1,0.8837904334068298
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_resized.jpg,1,1,0.9984332919120789
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_noisy.jpg,1,1,0.9401949048042297
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_sunny.jpg,1,1,0.9057884216308594
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_rainy.jpg,1,1,0.9022874236106873
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_blurred.jpg,1,1,0.9595029354095459
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_lowlight.jpg,1,1,0.8938555717468262
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_resized.jpg,1,1,0.9574582576751709
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_noisy.jpg,1,1,0.8812649250030518
